0,10637,1,1
1,10637,1,2
2,10637,1,3
2,10637,1,4
2,10637,1,5
2,10637,1,6
1,10637,1,7
1,10637,1,8
1,10637,1,9
1,10637,1,10
1,10637,1,11
1,10637,1,12
2,10637,1,13
1,10637,1,14
1,10637,1,15
1,10637,1,16
1,10637,1,17
1,10637,1,18
1,10637,1,19
1,10637,1,20
1,10637,1,21
2,10637,1,22
2,10637,1,23
2,10637,1,24
2,10637,1,25
2,10637,1,26
2,10637,1,27
2,10637,1,28
2,10637,1,29
2,10637,1,30
2,10637,1,31
2,10637,1,32
1,10637,1,33
1,10637,1,34
2,10637,1,35
2,10637,1,36
2,10637,1,37
2,10637,1,38
2,10637,1,39
2,10637,1,40
3,10637,1,41
2,10637,1,42
2,10637,1,43
2,10637,1,44
2,10637,1,45
3,10637,1,46
3,10637,1,47
4,10637,1,48
3,10637,1,49
3,10637,1,50
3,10637,2,1
2,10637,2,2
3,10637,2,3
3,10637,2,4
2,10637,2,5
2,10637,2,6
2,10637,2,7
3,10637,2,8
4,10637,2,9
3,10637,2,10
4,10637,2,11
3,10637,2,12
3,10637,2,13
2,10637,2,14
3,10637,2,15
2,10637,2,16
2,10637,2,17
1,10637,2,18
1,10637,2,19
2,10637,2,20
1,10637,2,21
1,10637,2,22
1,10637,2,23
2,10637,2,24
2,10637,2,25
2,10637,2,26
2,10637,2,27
2,10637,2,28
2,10637,2,29
2,10637,2,30
1,10637,2,31
2,10637,2,32
2,10637,2,33
2,10637,2,34
2,10637,2,35
2,10637,2,36
2,10637,2,37
2,10637,2,38
2,10637,2,39
2,10637,2,40
2,10637,2,41
2,10637,2,42
2,10637,2,43
2,10637,2,44
1,10637,2,45
1,10637,2,46
1,10637,2,47
1,10637,2,48
1,10637,2,49
1,10637,2,50
1,10637,3,1
1,10637,3,2
1,10637,3,3
1,10637,3,4
1,10637,3,5
1,10637,3,6
1,10637,3,7
1,10637,3,8
1,10637,3,9
1,10637,3,10
1,10637,3,11
1,10637,3,12
1,10637,3,13
1,10637,3,14
1,10637,3,15
1,10637,3,16
1,10637,3,17
1,10637,3,18
1,10637,3,19
1,10637,3,20
1,10637,3,21
1,10637,3,22
2,10637,3,23
2,10637,3,24
3,10637,3,25
3,10637,3,26
3,10637,3,27
3,10637,3,28
3,10637,3,29
3,10637,3,30
3,10637,3,31
1,10637,3,32
1,10637,3,33
1,10637,3,34
1,10637,3,35
1,10637,3,36
1,10637,3,37
1,10637,3,38
1,10637,3,39
1,10637,3,40
1,10637,3,41
2,10637,3,42
3,10637,3,43
3,10637,3,44
2,10637,3,45
2,10637,3,46
2,10637,3,47
1,10637,3,48
2,10637,3,49
2,10637,3,50
2,10637,4,1
2,10637,4,2
1,10637,4,3
2,10637,4,4
3,10637,4,5
4,10637,4,6
3,10637,4,7
2,10637,4,8
2,10637,4,9
2,10637,4,10
2,10637,4,11
2,10637,4,12
2,10637,4,13
2,10637,4,14
2,10637,4,15
1,10637,4,16
1,10637,4,17
1,10637,4,18
1,10637,4,19
1,10637,4,20
2,10637,4,21
2,10637,4,22
3,10637,4,23
2,10637,4,24
2,10637,4,25
2,10637,4,26
2,10637,4,27
1,10637,4,28
1,10637,4,29
2,10637,4,30
3,10637,4,31
3,10637,4,32
3,10637,4,33
3,10637,4,34
1,10637,4,35
1,10637,4,36
2,10637,4,37
2,10637,4,38
2,10637,4,39
2,10637,4,40
2,10637,4,41
2,10637,4,42
2,10637,4,43
2,10637,4,44
2,10637,4,45
2,10637,4,46
2,10637,4,47
2,10637,4,48
2,10637,4,49
3,10637,4,50
3,10637,5,1
3,10637,5,2
3,10637,5,3
3,10637,5,4
3,10637,5,5
4,10637,5,6
4,10637,5,7
4,10637,5,8
4,10637,5,9
4,10637,5,10
3,10637,5,11
3,10637,5,12
3,10637,5,13
3,10637,5,14
2,10637,5,15
2,10637,5,16
2,10637,5,17
1,10637,5,18
1,10637,5,19
1,10637,5,20
1,10637,5,21
1,10637,5,22
1,10637,5,23
1,10637,5,24
2,10637,5,25
2,10637,5,26
2,10637,5,27
2,10637,5,28
1,10637,5,29
2,10637,5,30
2,10637,5,31
3,10637,5,32
3,10637,5,33
3,10637,5,34
3,10637,5,35
3,10637,5,36
2,10637,5,37
2,10637,5,38
2,10637,5,39
2,10637,5,40
2,10637,5,41
2,10637,5,42
2,10637,5,43
1,10637,5,44
1,10637,5,45
1,10637,5,46
1,10637,5,47
1,10637,5,48
1,10637,5,49
1,10637,5,50
1,10637,6,1
1,10637,6,2
1,10637,6,3
1,10637,6,4
1,10637,6,5
0,10637,6,6
1,10637,6,7
1,10637,6,8
1,10637,6,9
1,10637,6,10
1,10637,6,11
1,10637,6,12
1,10637,6,13
2,10637,6,14
1,10637,6,15
1,10637,6,16
1,10637,6,17
1,10637,6,18
1,10637,6,19
1,10637,6,20
2,10637,6,21
2,10637,6,22
2,10637,6,23
2,10637,6,24
2,10637,6,25
3,10637,6,26
2,10637,6,27
2,10637,6,28
2,10637,6,29
2,10637,6,30
1,10637,6,31
1,10637,6,32
1,10637,6,33
1,10637,6,34
1,10637,6,35
1,10637,6,36
1,10637,6,37
1,10637,6,38
1,10637,6,39
2,10637,6,40
2,10637,6,41
2,10637,6,42
2,10637,6,43
1,10637,6,44
1,10637,6,45
1,10637,6,46
2,10637,6,47
2,10637,6,48
2,10637,6,49
2,10637,6,50
2,10637,7,1
2,10637,7,2
2,10637,7,3
3,10637,7,4
3,10637,7,5
2,10637,7,6
2,10637,7,7
2,10637,7,8
2,10637,7,9
2,10637,7,10
2,10637,7,11
1,10637,7,12
1,10637,7,13
1,10637,7,14
2,10637,7,15
2,10637,7,16
2,10637,7,17
2,10637,7,18
2,10637,7,19
2,10637,7,20
2,10637,7,21
2,10637,7,22
2,10637,7,23
3,10637,7,24
3,10637,7,25
3,10637,7,26
3,10637,7,27
2,10637,7,28
2,10637,7,29
3,10637,7,30
3,10637,7,31
2,10637,7,32
2,10637,7,33
3,10637,7,34
3,10637,7,35
3,10637,7,36
2,10637,7,37
2,10637,7,38
2,10637,7,39
3,10637,7,40
3,10637,7,41
3,10637,7,42
3,10637,7,43
3,10637,7,44
3,10637,7,45
3,10637,7,46
3,10637,7,47
3,10637,7,48
3,10637,7,49
3,10637,7,50
3,10637,8,1
3,10637,8,2
3,10637,8,3
3,10637,8,4
3,10637,8,5
2,10637,8,6
2,10637,8,7
2,10637,8,8
2,10637,8,9
2,10637,8,10
2,10637,8,11
2,10637,8,12
1,10637,8,13
1,10637,8,14
1,10637,8,15
2,10637,8,16
2,10637,8,17
3,10637,8,18
3,10637,8,19
3,10637,8,20
2,10637,8,21
2,10637,8,22
3,10637,8,23
2,10637,8,24
3,10637,8,25
3,10637,8,26
2,10637,8,27
2,10637,8,28
3,10637,8,29
3,10637,8,30
4,10637,8,31
3,10637,8,32
3,10637,8,33
4,10637,8,34
4,10637,8,35
2,10637,8,36
1,10637,8,37
1,10637,8,38
2,10637,8,39
2,10637,8,40
2,10637,8,41
2,10637,8,42
2,10637,8,43
2,10637,8,44
2,10637,8,45
2,10637,8,46
2,10637,8,47
2,10637,8,48
1,10637,8,49
1,10637,8,50
0,10638,1,1
0,10638,1,2
0,10638,1,3
1,10638,1,4
1,10638,1,5
1,10638,1,6
1,10638,1,7
1,10638,1,8
1,10638,1,9
1,10638,1,10
1,10638,1,11
1,10638,1,12
1,10638,1,13
1,10638,1,14
1,10638,1,15
1,10638,1,16
1,10638,1,17
1,10638,1,18
1,10638,1,19
1,10638,1,20
1,10638,1,21
1,10638,1,22
1,10638,1,23
1,10638,1,24
1,10638,1,25
1,10638,1,26
1,10638,1,27
1,10638,1,28
1,10638,1,29
1,10638,1,30
1,10638,1,31
1,10638,1,32
1,10638,1,33
2,10638,1,34
2,10638,1,35
2,10638,1,36
2,10638,1,37
2,10638,1,38
1,10638,1,39
1,10638,1,40
1,10638,1,41
1,10638,1,42
1,10638,1,43
1,10638,1,44
1,10638,1,45
1,10638,1,46
1,10638,1,47
1,10638,1,48
1,10638,1,49
1,10638,1,50
1,10638,2,1
1,10638,2,2
1,10638,2,3
1,10638,2,4
1,10638,2,5
1,10638,2,6
1,10638,2,7
1,10638,2,8
1,10638,2,9
1,10638,2,10
1,10638,2,11
1,10638,2,12
1,10638,2,13
1,10638,2,14
1,10638,2,15
1,10638,2,16
1,10638,2,17
1,10638,2,18
2,10638,2,19
2,10638,2,20
1,10638,2,21
1,10638,2,22
1,10638,2,23
1,10638,2,24
2,10638,2,25
2,10638,2,26
2,10638,2,27
2,10638,2,28
2,10638,2,29
2,10638,2,30
2,10638,2,31
2,10638,2,32
2,10638,2,33
2,10638,2,34
2,10638,2,35
2,10638,2,36
2,10638,2,37
2,10638,2,38
2,10638,2,39
2,10638,2,40
2,10638,2,41
2,10638,2,42
2,10638,2,43
2,10638,2,44
2,10638,2,45
1,10638,2,46
1,10638,2,47
1,10638,2,48
1,10638,2,49
1,10638,2,50
1,10638,3,1
1,10638,3,2
1,10638,3,3
1,10638,3,4
1,10638,3,5
1,10638,3,6
2,10638,3,7
2,10638,3,8
2,10638,3,9
2,10638,3,10
2,10638,3,11
2,10638,3,12
2,10638,3,13
2,10638,3,14
2,10638,3,15
2,10638,3,16
2,10638,3,17
2,10638,3,18
2,10638,3,19
2,10638,3,20
2,10638,3,21
2,10638,3,22
2,10638,3,23
2,10638,3,24
2,10638,3,25
2,10638,3,26
2,10638,3,27
2,10638,3,28
2,10638,3,29
2,10638,3,30
2,10638,3,31
2,10638,3,32
2,10638,3,33
2,10638,3,34
1,10638,3,35
1,10638,3,36
1,10638,3,37
1,10638,3,38
1,10638,3,39
1,10638,3,40
1,10638,3,41
1,10638,3,42
1,10638,3,43
1,10638,3,44
1,10638,3,45
1,10638,3,46
1,10638,3,47
1,10638,3,48
1,10638,3,49
1,10638,3,50
1,10638,4,1
1,10638,4,2
